               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 137,            0.026389,            0.016406,                   0,             0.86891,             0.80347,             0.86949,             0.56767,            0.029514,            0.022246,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.027926,            0.016779,                   0,             0.89562,             0.77778,              0.8558,             0.56791,            0.026661,            0.022929,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.023832,            0.016823,                   0,             0.86243,             0.77778,             0.84894,             0.56425,            0.033781,            0.024064,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.033157,            0.015821,                   0,             0.88498,             0.76768,             0.83918,              0.5562,            0.028197,            0.023984,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.026021,            0.016676,                   0,             0.89038,             0.77778,             0.83849,             0.55973,            0.030264,            0.023942,                   0,             0.00538,             0.00538,             0.00538
                 142,             0.02484,            0.015492,                   0,             0.88288,             0.76145,             0.83924,             0.54885,            0.026746,            0.024099,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.023338,            0.015601,                   0,             0.90723,             0.76768,             0.83871,             0.54277,            0.030142,            0.024379,                   0,            0.005314,            0.005314,            0.005314
                 144,              0.0289,            0.015063,                   0,             0.91295,             0.76768,              0.8397,             0.57048,            0.026519,            0.024126,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.025025,            0.013759,                   0,             0.91177,             0.76768,             0.84094,             0.56287,            0.027604,            0.024577,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.027111,            0.015851,                   0,             0.91157,             0.76768,             0.84165,             0.58884,            0.026201,            0.024309,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.021863,            0.015058,                   0,             0.90419,              0.7626,               0.847,             0.58874,            0.030234,            0.024168,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.031147,            0.016607,                   0,             0.91313,             0.75758,             0.84057,             0.57302,            0.027438,            0.023749,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.024778,            0.015824,                   0,             0.92585,             0.75679,             0.84202,             0.58226,            0.025384,            0.023185,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.023651,            0.014836,                   0,             0.84292,             0.81308,             0.86006,             0.61087,            0.025019,            0.022802,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.021544,            0.014881,                   0,             0.86304,             0.82749,             0.85679,             0.59605,            0.033627,             0.02301,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.032946,            0.015717,                   0,             0.88164,             0.78788,             0.84875,             0.60957,            0.027776,            0.022779,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.027087,            0.015043,                   0,             0.87823,             0.80137,              0.8556,             0.58845,            0.027666,            0.023021,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.025925,            0.014082,                   0,             0.87314,             0.78788,             0.85226,             0.59956,            0.026155,            0.022836,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.022231,            0.014109,                   0,             0.85985,             0.80566,             0.85449,              0.5815,             0.02887,            0.023447,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.027369,            0.014894,                   0,             0.85193,             0.81367,             0.85353,             0.58481,            0.027101,            0.022974,                   0,            0.004885,            0.004885,            0.004885
                 157,             0.02541,            0.015958,                   0,              0.8841,             0.78788,             0.85045,             0.59255,            0.028392,            0.022779,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.024852,            0.014609,                   0,             0.89402,             0.78788,              0.8529,              0.6165,            0.025376,            0.022616,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.019841,            0.014274,                   0,             0.89584,             0.77778,             0.85529,             0.58915,             0.02901,            0.023078,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.026457,            0.016079,                   0,             0.86016,             0.80808,              0.8464,             0.60374,            0.025676,            0.023335,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.023088,            0.014244,                   0,             0.85337,             0.82307,             0.85251,             0.58091,            0.027403,            0.023579,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.025253,            0.013783,                   0,             0.90286,             0.76768,             0.84136,             0.60688,            0.026785,            0.023344,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.024208,            0.013711,                   0,             0.87074,             0.81656,             0.84477,             0.55737,            0.029954,            0.024383,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.027973,             0.01435,                   0,             0.85963,             0.80422,             0.84431,             0.60977,             0.02422,            0.023233,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.024148,            0.015367,                   0,             0.86939,             0.81818,             0.85374,             0.55367,            0.029264,            0.023552,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.025553,            0.013536,                   0,              0.8867,             0.79798,             0.85042,             0.59867,            0.026304,            0.022508,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.021942,            0.014617,                   0,             0.87968,             0.81235,             0.87443,              0.6137,            0.027445,             0.02215,                   0,            0.004522,            0.004522,            0.004522
