               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 143,            0.024395,           0.0092862,           0.0023473,             0.95825,             0.93842,             0.98337,             0.76135,            0.019242,           0.0052352,           0.0010326,            0.005314,            0.005314,            0.005314
                 144,            0.024734,            0.010403,            0.002298,             0.91945,             0.94799,             0.96627,             0.76892,            0.020644,           0.0053501,           0.0010255,            0.005281,            0.005281,            0.005281
                 145,            0.024785,             0.01133,           0.0022602,             0.92099,             0.95042,             0.97451,             0.76383,            0.019117,           0.0052185,           0.0010427,            0.005248,            0.005248,            0.005248
                 146,            0.024724,           0.0089866,            0.002813,              0.9518,             0.94979,             0.98734,             0.77085,            0.020142,           0.0053365,           0.0010253,            0.005215,            0.005215,            0.005215
                 147,            0.024187,            0.010378,           0.0021821,             0.95867,             0.94273,              0.9861,             0.81174,            0.019029,           0.0052159,           0.0010104,            0.005182,            0.005182,            0.005182
                 148,            0.025335,            0.013152,           0.0023689,             0.96519,             0.93838,              0.9924,             0.81608,             0.01883,           0.0052207,           0.0010009,            0.005149,            0.005149,            0.005149
                 149,            0.025024,            0.010038,           0.0022549,              0.9639,             0.93916,             0.99092,             0.82982,            0.018601,           0.0051312,           0.0010113,            0.005116,            0.005116,            0.005116
                 150,            0.023495,            0.010647,           0.0025823,             0.93852,             0.97427,             0.98937,              0.8407,            0.016839,           0.0049193,          0.00099534,            0.005083,            0.005083,            0.005083
                 151,            0.023821,            0.010737,           0.0021118,             0.94636,             0.97413,             0.99275,              0.8226,            0.018254,           0.0049624,          0.00093848,             0.00505,             0.00505,             0.00505
                 152,            0.023112,             0.01045,           0.0022388,             0.94183,             0.97404,             0.99287,             0.83199,            0.018552,           0.0049827,          0.00092107,            0.005017,            0.005017,            0.005017
                 153,            0.023471,           0.0091538,           0.0023841,             0.94734,             0.95817,             0.99205,             0.80055,            0.019356,           0.0051022,          0.00091594,            0.004984,            0.004984,            0.004984
